id,hsk_level,hanzi,pinyin,meaning_ja,explanation_ja,grammar_point_id,grammar_label_raw,source_site,source_id
1155,4,墙上挂着一幅画。,Qiáng shàng guà zhe yì fú huà.,壁に絵が飾ってあります。,「幅」は「枚」という意味です。,,到底／叫做,HSKsentences,1155
1156,4,这个方案符合要求。,Zhège fāng'àn fúhé yāoqiú.,このプランは要件を満たしています。,「符合」は「適合する」という意味です。,,为了／在于,HSKsentences,1156
1157,1,你可以用手机付钱。,Nǐ kěyǐ yòng shǒujī fù qián,携帯電話で支払うことができます。,「付」は「付」という意味です。,12,仍然／究竟,HSKsentences,1157
1158,4,父母总是担心孩子的安全。,Fùmǔ zǒngshì dānxīn háizi de ānquán.,親はいつも子供の安全を心配しています。,「父母」は「両親」という意味です。,,V着V着／一～就～,HSKsentences,1158
1159,4,他们是一对父女。,Tāmen shì yí duì fùnǚ.,彼らは父と娘です。,「父女」は「父と娘」という意味です。,,不仅～也～／从来,HSKsentences,1159
1160,4,我的父亲是一名工程师。,Wǒ de fùqīn shì yì míng gōngchéngshī.,私の父はエンジニアです。,「父亲」は「父」という意味です。,,应该／得(děi),HSKsentences,1160
1161,1,请帮我复印两份这个文件。,Qǐng bāng wǒ fùyìn liǎng fèn zhège wénjiàn,この書類を2部コピーしてください。,「复印」は「コピー」という意味です。,8,就是,HSKsentences,1161
1162,4,这个问题比较复杂。,Zhège wèntí bǐjiào fùzá,これはかなり複雑な問題です。,「复杂」は「複雑」という意味です。,24,只是～而已／即使～也,HSKsentences,1162
1163,4,他负责公司的市场工作。,Tā fùzé gōngsī de shìchǎng gōngzuò.,彼は会社のマーケティング責任者です。,「负责」は「責任」という意味です。,,在～上,HSKsentences,1163
1164,4,会议的负责人是李老师。,Huìyì de fùzérén shì Lǐ lǎoshī.,会議の責任者は李先生です。,「负责人」は「責任者」という意味です。,,正好／差不多,HSKsentences,1164
1165,4,这对父子长得很像。,Zhè duì fùzǐ zhǎng de hěn xiàng,この父子はとてもよく似ています。,「父子」は「父と息子」という意味です。,,～不了／无法,HSKsentences,1165
1166,3,请你把这个错误改过来。,Qǐng nǐ bǎ zhège cuòwù gǎi guòlái.,この間違いを訂正してください。,「改」は「変更」という意味です。,30,尽管／不管,HSKsentences,1166
1167,4,旅行改变了他对世界的看法。,Lǚxíng gǎibiàn le tā duì shìjiè de kànfǎ,旅は彼の世界観を変えました。,「改变」は「変化」という意味です。,,却／而,HSKsentences,1167
1168,2,衣服已经干了。,Yīfu yǐjīng gān le.,服は乾いています。,「干」は「乾杯」という意味です。,17,另外,HSKsentences,1168
1169,4,为我们的友谊干杯！,Wèi wǒmen de yǒuyì gānbēi!,私たちの友情に乾杯！,「干杯」は「乾杯」という意味です。,,根据／按照,HSKsentences,1169
1170,4,他赶着去上班。,Tā gǎn zhe qù shàngbān,彼は仕事に急いでいます。,「赶」は「急ぐ」という意味です。,,连～也都／甚至,HSKsentences,1170
1171,4,他不敢一个人走夜路。,Tā bù gǎn yí gè rén zǒu yèlù.,彼は夜一人で歩くのが怖いのです。,「敢」は「敢えて」という意味です。,66,并／估计,HSKsentences,1171
1172,4,这首歌给人一种幸福感。,Zhè shǒu gē gěi rén yì zhǒng xìngfú gǎn,この歌は幸福感を与えてくれます。,「感」は「感動」という意味です。,,首先～其次／再说,HSKsentences,1172
1173,4,这个故事让我很感动。,Zhège gùshi ràng wǒ hěn gǎndòng,この話は私の心を深く揺さぶりました。,「感动」は「感動」という意味です。,,竟然／果然,HSKsentences,1173
1174,4,快下雨了，赶紧回家吧。,"Kuài xià yǔ le, gǎnjǐn huí jiā ba.",雨が降りそうだから、急いで家に帰ろう。,「赶紧」は「急いで」という意味です。,,要是／值得,HSKsentences,1174
1175,4,我感觉今天天气会变冷。,Wǒ gǎnjué jīntiān tiānqì huì biàn lěng,今日は寒くなりそうだ。,「感觉」は「感覚」という意味です。,,以为／认为,HSKsentences,1175
1176,2,赶快出发，不然要迟到了！,"Gǎnkuài chūfā, bùrán yào chídào le!",早く出発しないと遅れるよ！,「赶快」は「急いで」という意味です。,28,既～又也还／可不是／往往,HSKsentences,1176
1177,4,兄弟之间的感情很深。,Xiōngdì zhījiān de gǎnqíng hěn shēn,兄弟の絆は深い。,「感情」は「感情」という意味です。,,由于／因此／难道,HSKsentences,1177
1178,4,这部电影非常感人。,Zhè bù diànyǐng fēicháng gǎnrén.,この映画はとても感動的だ。,「感人」は「感動的」という意味です。,,否则／无论,HSKsentences,1178
1179,2,他跑得快，终于赶上了公交车。,"Tā pǎo de kuài, zhōngyú gǎnshàng le gōngjiāochē.",彼は急いで走り、ついにバスに間に合った。,「赶上」は「間に合う」という意味です。,25,同时／并且,HSKsentences,1179
1180,4,你应该亲自感受一下中国文化。,Nǐ yīnggāi qīnzì gǎnshòu yíxià Zhōngguó wénhuà.,ぜひ中国文化を体験してみてほしい。,「感受」は「感じる」という意味です。,42,然而／再～也～,HSKsentences,1180
1181,2,感谢大家的帮助。,Gǎnxiè dàjiā de bāngzhù.,皆さん、ご協力ありがとうございました。,「感谢」は「感謝」という意味です。,17,以,HSKsentences,1181
1182,1,爷爷虽然年纪大了，还是喜欢干活儿。,"Yéye suīrán niánjì dà le, háishi xǐhuan gànhuór.",おじいさんは高齢だが、今でも働くのが好きだ。,「干活儿」は「仕事」という意味です。,11,由／既然,HSKsentences,1182
1183,2,她从小就学钢琴。,Tā cóng xiǎo jiù xué gāngqín,彼女は幼い頃からピアノを習っていました。,「钢琴」は「ピアノ」という意味です。,22,于是／可,HSKsentences,1183
1184,4,这套房子以高价卖出了。,Zhè tào fángzi yǐ gāojià mài chū le.,この家は高値で売れました。,「高价」は「高値」という意味です。,,恐怕／敢,HSKsentences,1184
1185,2,高考是中国最重要的考试之一。,Gāokǎo shì Zhōngguó zuì zhòngyào de kǎoshì zhī yī,大学入試は中国で最も重要な試験の一つです。,「高考」は「大学入試」という意味です。,14,到底／叫做,HSKsentences,1185
1186,4,高速公路上车辆很多。,Gāosù gōnglù shàng chēliàng hěn duō,高速道路には車がたくさん走っています。,「高速」は「高速道路」という意味です。,,为了／在于,HSKsentences,1186
1187,4,夏天的高温让人受不了。,Xiàtiān de gāowēn ràng rén shòu bù liǎo,夏の暑さは耐え難いほどです。,「高温」は「高温」という意味です。,47,仍然／究竟,HSKsentences,1187
1188,4,今年的产量高于去年。,Jīnnián de chǎnliàng gāoyú qùnián,今年の生産量は昨年より多いです。,「高于」は「より高い」という意味です。,,V着V着／一～就～,HSKsentences,1188
1189,4,我的胳膊有点疼。,Wǒ de gēbo yǒudiǎn téng.,腕が少し痛い。,「胳膊」は「腕」という意味です。,,不仅～也～／从来,HSKsentences,1189
1190,4,远处传来优美的歌声。,Yuǎnchù chuánlái yōuměi de gēshēng.,遠くから美しい歌声が聞こえてきた。,「歌声」は「歌声」という意味です。,,应该／得(děi),HSKsentences,1190
1191,4,她是一位很有名的歌手。,Tā shì yí wèi hěn yǒumíng de gēshǒu,彼女はとても有名な歌手だ。,「歌手」は「歌手」という意味です。,,就是,HSKsentences,1191
1192,4,各国代表出席了会议。,Gè guó dàibiǎo chūxí le huìyì,様々な国の代表者が会議に出席しました。,「各」は「各」という意味です。,,只是～而已／即使～也,HSKsentences,1192
1193,2,全国各地的人都来了。,Quánguó gèdì de rén dōu lái le,全国各地から人々が集まりました。,「各地」は「各地」という意味です。,28,在～上,HSKsentences,1193
1194,4,各个学校都在准备运动会。,Gègè xuéxiào dōu zài zhǔnbèi yùndònghuì.,学校は運動会に向けて準備を進めています。,「各个」は「各」という意味です。,,正好／差不多,HSKsentences,1194
1195,2,各位同学好，请坐。,"Gèwèi tóngxué hǎo, qǐng zuò.",皆さん、どうぞお座りください。,「各位」は「各位」という意味です。,22,～不了／无法,HSKsentences,1195
1196,4,超市里有各种水果。,Chāoshì lǐ yǒu gèzhǒng shuǐguǒ,スーパーマーケットにはあらゆる種類の果物が揃っています。,「各种」は「各種」という意味です。,,尽管／不管,HSKsentences,1196
1197,4,练习让他的中文更加流利了。,Liànxí ràng tā de Zhōngwén gèngjiā liúlì le,練習のおかげで彼の中国語は流暢になりました。,「更加」は「さらに」という意味です。,,却／而,HSKsentences,1197
1198,4,这家工厂生产手机。,Zhè jiā gōngchǎng shēngchǎn shǒujī,この工場は携帯電話を製造しています。,「工厂」は「工場」という意味です。,,另外,HSKsentences,1198
1199,4,中国功夫在世界上很有名。,Zhōngguó gōngfu zài shìjiè shàng hěn yǒumíng,中国武術は世界的に非常に有名です。,「功夫」は「功夫」という意味です。,,根据／按照,HSKsentences,1199
1200,1,请爱护公共设施。,Qǐng àihù gōnggòng shèshī,公共施設を大切にしてください。,「公共」は「公共」という意味です。,8,连～也都／甚至,HSKsentences,1200
1201,2,做完功课再去玩儿。,Zuò wán gōngkè zài qù wánr,宿題が終わったら遊ぶつもりだ。,「功课」は「宿題」という意味です。,22,并／估计,HSKsentences,1201
1202,4,学校离我家五公里。,Xuéxiào lí wǒ jiā wǔ gōnglǐ,学校は家から5キロ離れている。,「公里」は「キロメートル」という意味です。,,首先～其次／再说,HSKsentences,1202
1203,4,这条公路通向海边。,Zhè tiáo gōnglù tōng xiàng hǎibiān.,この道は海に通じている。,「公路」は「道路」という意味です。,,竟然／果然,HSKsentences,1203
1204,4,建筑工人非常辛苦。,Jiànzhù gōngrén fēicháng xīnkǔ,建設作業員はとても一生懸命働いている。,「工人」は「労働者」という意味です。,,要是／值得,HSKsentences,1204
1205,2,他每个月的工资不低。,Tā měi gè yuè de gōngzī bù dī,彼の月給は低くない。,「工资」は「賃金」という意味です。,15,以为／认为,HSKsentences,1205
1206,4,我们班共有三十个学生。,Wǒmen bān gòng yǒu sānshí gè xuéshēng.,私たちのクラスには30人の生徒がいる。,「共」は「合計」という意味です。,,既～又也还／可不是／往往,HSKsentences,1206
1207,4,我们有共同的爱好。,Wǒmen yǒu gòngtóng de àihào.,私たちは共通の趣味を持っている。,「共同」は「共同」という意味です。,,由于／因此／难道,HSKsentences,1207
1208,1,这些钱够买一本书。,Zhèxiē qián gòu mǎi yì běn shū,このお金で本が1冊買えます。,「够」は「十分」という意味です。,13,否则／无论,HSKsentences,1208
1209,1,你可以在网上购买机票。,Nǐ kěyǐ zài wǎng shàng gòumǎi jīpiào.,飛行機のチケットはオンラインで買えます。,「购买」は「購入」という意味です。,12,同时／并且,HSKsentences,1209
