id,hanzi,pinyin,meaning_ja,hsk_level,source_site
2948,活力,huólì,活力,5,user_hsk5_6_list
2949,火柴,huǒchái,マッチ,5,user_hsk5_6_list
2950,火腿,huǒtuǐ,ハム,5,user_hsk5_6_list
2951,火灾,huǒzāi,火災,5,user_hsk5_6_list
2952,或是,huòshì,あるいは,5,user_hsk5_6_list
2953,机器人,jīqìrén,ロボット,5,user_hsk5_6_list
2954,机制,jīzhì,メカニズム,5,user_hsk5_6_list
2955,肌肉,jīròu,筋肉,5,user_hsk5_6_list
2956,基地,jīdì,基地、拠点（軍事に限らず、研究・生産拠点なども広く指す）,5,user_hsk5_6_list
2957,基金,jījīn,基金、ファンド,5,user_hsk5_6_list
2958,集团,jítuán,グループ,5,user_hsk5_6_list
2959,挤,jǐ,押し込む,5,user_hsk5_6_list
2960,记忆,jìyì,記憶,5,user_hsk5_6_list
2961,技能,jìnéng,スキル,5,user_hsk5_6_list
2962,继承,jìchéng,継承,5,user_hsk5_6_list
2963,加热,jiārè,加熱,5,user_hsk5_6_list
2964,加速,jiāsù,加速,5,user_hsk5_6_list
2965,加以,jiāyǐ,さらに,5,user_hsk5_6_list
2966,夹,jiā,挟む,5,user_hsk5_6_list
2967,甲,jiǎ,甲（第一位、または甲殻）,5,user_hsk5_6_list
2968,价,jià,価格,5,user_hsk5_6_list
2969,驾驶,jiàshǐ,運転,5,user_hsk5_6_list
2970,驾照,jiàzhào,運転免許,5,user_hsk5_6_list
2971,坚定,jiāndìng,確固たる,5,user_hsk5_6_list
2972,肩,jiān,肩,5,user_hsk5_6_list
2973,艰苦,jiānkǔ,過酷な,5,user_hsk5_6_list
2974,艰难,jiānnán,困難な,5,user_hsk5_6_list
2975,检验,jiǎnyàn,検査,5,user_hsk5_6_list
2976,剪,jiǎn,切る,5,user_hsk5_6_list
2977,剪刀,jiǎndāo,はさみ,5,user_hsk5_6_list
2978,剪子,jiǎnzi,ハサミ,5,user_hsk5_6_list
2979,间接,jiànjiē,間接的な,5,user_hsk5_6_list
2980,建造,jiànzào,建設,5,user_hsk5_6_list
2981,建筑,jiànzhù,建築,5,user_hsk5_6_list
2982,健全,jiànquán,健全な,5,user_hsk5_6_list
2983,键,jiàn,キー,5,user_hsk5_6_list
2984,键盘,jiànpán,キーボード,5,user_hsk5_6_list
2985,奖励,jiǎnglì,報酬,5,user_hsk5_6_list
2986,交代,jiāodài,説明,5,user_hsk5_6_list
2987,胶带,jiāodài,テープ,5,user_hsk5_6_list
2988,胶水,jiāoshuǐ,接着剤,5,user_hsk5_6_list
2989,脚步,jiǎobù,足音,5,user_hsk5_6_list
2990,接触,jiēchù,接触,5,user_hsk5_6_list
2991,接连,jiēlián,連続,5,user_hsk5_6_list
2992,解除,jiěchú,解除,5,user_hsk5_6_list
2993,解放,jiěfàng,解放,5,user_hsk5_6_list
2994,戒,jiè,戒律,5,user_hsk5_6_list
2995,届,jiè,任期,5,user_hsk5_6_list
2996,今日,jīnrì,今日,5,user_hsk5_6_list
2997,紧紧,jǐnjǐn,しっかりと,5,user_hsk5_6_list
2998,尽可能,jǐnkěnéng,できる限り,5,user_hsk5_6_list
2999,进化,jìnhuà,進化,5,user_hsk5_6_list
3000,近来,jìnlái,最近,5,user_hsk5_6_list
3001,经费,jīngfèi,経費,5,user_hsk5_6_list
3002,景象,jǐngxiàng,光景,5,user_hsk5_6_list
3003,警告,jǐnggào,警告,5,user_hsk5_6_list
3004,竞赛,jìngsài,競技,5,user_hsk5_6_list
3005,酒鬼,jiǔguǐ,酒飲み,5,user_hsk5_6_list
3006,救灾,jiùzāi,災害救援,5,user_hsk5_6_list
3007,居然,jūrán,まさか,5,user_hsk5_6_list
3008,局面,júmiàn,情勢,5,user_hsk5_6_list
3009,局长,júzhǎng,局長,5,user_hsk5_6_list
3010,举动,jǔdòng,行動,5,user_hsk5_6_list
3011,俱乐部,jùlèbù,クラブ,5,user_hsk5_6_list
3012,剧本,jùběn,脚本,5,user_hsk5_6_list
3013,决不,juébù,決して,5,user_hsk5_6_list
3014,绝望,juéwàng,絶望,5,user_hsk5_6_list
3015,军人,jūnrén,軍人,5,user_hsk5_6_list
3016,开幕,kāimù,開幕,5,user_hsk5_6_list
3017,开幕式,kāimùshì,開会式,5,user_hsk5_6_list
3018,看成,kànchéng,～と見なす,5,user_hsk5_6_list
3019,看出,kànchū,～と見る,5,user_hsk5_6_list
3020,看待,kàndài,～と捉える,5,user_hsk5_6_list
3021,考核,kǎohé,評価,5,user_hsk5_6_list
3022,烤肉,kǎoròu,焼肉,5,user_hsk5_6_list
3023,烤鸭,kǎoyā,北京ダック,5,user_hsk5_6_list
3024,靠近,kàojìn,近づく,5,user_hsk5_6_list
3025,颗,kē,粒,5,user_hsk5_6_list
3026,可,kě,〜できる、可能である（例：可以の可）,5,user_hsk5_6_list
3027,可怜,kělián,哀れ,5,user_hsk5_6_list
3028,渴望,kěwàng,渇望,5,user_hsk5_6_list
3029,客户,kèhù,顧客,5,user_hsk5_6_list
3030,课题,kètí,課題,5,user_hsk5_6_list
3031,空中,kōngzhōng,空中,5,user_hsk5_6_list
3032,控制,kòngzhì,制御,5,user_hsk5_6_list
3033,口号,kǒuhào,スローガン,5,user_hsk5_6_list
3034,库,kù,倉庫,5,user_hsk5_6_list
3035,快活,kuàihuo,陽気,5,user_hsk5_6_list
3036,宽度,kuāndù,幅,5,user_hsk5_6_list
3037,狂,kuáng,狂気,5,user_hsk5_6_list
3038,亏,kuī,損失,5,user_hsk5_6_list
3039,困扰,kùnrǎo,悩み,5,user_hsk5_6_list
3040,落,là,置き忘れる、抜け落ちる、取り残す（第四声 luò「落ちる」とは別の読み）,5,user_hsk5_6_list
3041,来信,láixìn,手紙,5,user_hsk5_6_list
3042,烂,làn,腐った,5,user_hsk5_6_list
3043,朗读,lǎngdú,朗読,5,user_hsk5_6_list
3044,劳动,láodòng,労働,5,user_hsk5_6_list
3045,梨,lí,梨,5,user_hsk5_6_list
3046,礼,lǐ,礼、礼儀、贈り物,5,user_hsk5_6_list
3047,礼拜,lǐbài,礼拝,5,user_hsk5_6_list
3048,立,lì,立つ,5,user_hsk5_6_list
3049,立场,lìchǎng,立場,5,user_hsk5_6_list
3050,利润,lìrùn,利益,5,user_hsk5_6_list
3051,例外,lìwài,例外,5,user_hsk5_6_list
3052,连接,liánjiē,接続,5,user_hsk5_6_list
3053,联络,liánluò,連絡,5,user_hsk5_6_list
3054,联想,liánxiǎng,連想,5,user_hsk5_6_list
3055,脸盆,liǎnpén,洗面器,5,user_hsk5_6_list
3056,脸色,liǎnsè,顔色,5,user_hsk5_6_list
3057,恋爱,liàn’ài,恋愛,5,user_hsk5_6_list
3058,两岸,liǎngàn,両岸,5,user_hsk5_6_list
3059,邻居,línjū,隣人,5,user_hsk5_6_list
3060,铃,líng,鈴,5,user_hsk5_6_list
3061,铃声,língshēng,鈴の音,5,user_hsk5_6_list
3062,领带,lǐngdài,ネクタイ,5,user_hsk5_6_list
3063,令,lìng,命令する、〜させる（使役）,5,user_hsk5_6_list
3064,流动,liúdòng,流動,5,user_hsk5_6_list
3065,流通,liútōng,流通,5,user_hsk5_6_list
3066,漏,lòu,漏れ,5,user_hsk5_6_list
3067,漏洞,lòudòng,抜け穴,5,user_hsk5_6_list
3068,逻辑,luóji,論理,5,user_hsk5_6_list
3069,落实,luòshí,実行,5,user_hsk5_6_list
3070,码头,mǎtóu,埠頭,5,user_hsk5_6_list
3071,骂,mà,罵る,5,user_hsk5_6_list
3072,买卖,mǎimài,売買,5,user_hsk5_6_list
3073,漫长,màncháng,長い,5,user_hsk5_6_list
3074,漫画,mànhuà,漫画,5,user_hsk5_6_list
3075,毛笔,máobǐ,筆,5,user_hsk5_6_list
3076,矛盾,máodùn,矛盾,5,user_hsk5_6_list
3077,冒,mào,冒す、（危険を）おかす,5,user_hsk5_6_list
3078,贸易,màoyì,貿易,5,user_hsk5_6_list
3079,煤,méi,石炭,5,user_hsk5_6_list
3080,煤气,méiqì,ガス,5,user_hsk5_6_list
3081,门诊,ménzhěn,外来診療,5,user_hsk5_6_list
3082,迷人,mírén,魅力的な,5,user_hsk5_6_list
3083,迷信,míxìn,迷信,5,user_hsk5_6_list
3084,面貌,miànmào,様子,5,user_hsk5_6_list
3085,面子,miànzi,体面,5,user_hsk5_6_list
3086,敏感,mǐngǎn,敏感,5,user_hsk5_6_list
3087,明亮,míngliàng,明るい,5,user_hsk5_6_list
3088,明明,míngmíng,明らかに,5,user_hsk5_6_list
3089,命令,mìnglìng,命令,5,user_hsk5_6_list
3090,模范,mófàn,模範,5,user_hsk5_6_list
3091,模仿,mófǎng,模倣,5,user_hsk5_6_list
3092,模糊,móhu,ぼやけ,5,user_hsk5_6_list
3093,模式,móshì,パターン,5,user_hsk5_6_list
3094,摩擦,mócā,摩擦,5,user_hsk5_6_list
3095,摩托,mótuō,バイク,5,user_hsk5_6_list
3096,模样,múyàng,姿,5,user_hsk5_6_list
3097,目光,mùguāng,視線,5,user_hsk5_6_list
3098,南北,nánběi,南北,5,user_hsk5_6_list
3099,南极,nánjí,南極,5,user_hsk5_6_list
3100,难得,nándé,めったにない,5,user_hsk5_6_list
3101,难以,nányǐ,難しい,5,user_hsk5_6_list
3102,脑子,nǎozi,頭,5,user_hsk5_6_list
3103,内在,nèizài,内面,5,user_hsk5_6_list
3104,能量,néngliàng,エネルギー,5,user_hsk5_6_list
3105,年度,niándù,年度,5,user_hsk5_6_list
3106,年前,niánqián,数年前,5,user_hsk5_6_list
3107,牛,niú,すごい、やり手だ（俗語・形容詞用法）,5,user_hsk5_6_list
3108,牛仔裤,niúzǎikù,ジーンズ,5,user_hsk5_6_list
3109,农产品,nóngchǎnpǐn,農産物,5,user_hsk5_6_list
3110,暖,nuǎn,暖かい,5,user_hsk5_6_list
3111,偶然,ǒurán,偶然,5,user_hsk5_6_list
3112,偶像,ǒuxiàng,アイドル,5,user_hsk5_6_list
3113,拍摄,pāishè,撮影,5,user_hsk5_6_list
3114,排除,páichú,除外,5,user_hsk5_6_list
3115,旁,páng,傍ら,5,user_hsk5_6_list
3116,赔,péi,賠償,5,user_hsk5_6_list
3117,赔偿,péicháng,補償,5,user_hsk5_6_list
3118,配备,pèibèi,装備,5,user_hsk5_6_list
3119,配套,pèitào,セット,5,user_hsk5_6_list
3120,喷,pēn,噴射,5,user_hsk5_6_list
3121,盆,pén,洗面器,5,user_hsk5_6_list
3122,披,pī,羽織る,5,user_hsk5_6_list
3123,匹,pǐ,（馬・布などを数える）量詞,5,user_hsk5_6_list
3124,骗,piàn,だます,5,user_hsk5_6_list
3125,骗子,piànzi,詐欺師,5,user_hsk5_6_list
3126,拼,pīn,つなぎ合わせる、力を尽くす,5,user_hsk5_6_list
3127,频道,píndào,チャンネル,5,user_hsk5_6_list
3128,频繁,pínfán,頻繁,5,user_hsk5_6_list
3129,品,pǐn,品物,5,user_hsk5_6_list
3130,品,pǐn,〜品（名詞に付く用法、例：工艺品＝工芸品）,5,user_hsk5_6_list
3131,品种,pǐnzhǒng,品種,5,user_hsk5_6_list
3132,平坦,píngtǎn,平坦な,5,user_hsk5_6_list
3133,平原,píngyuán,平原,5,user_hsk5_6_list
3134,评估,pínggū,評価する,5,user_hsk5_6_list
3135,评论,pínglùn,論評、コメント,5,user_hsk5_6_list
3136,凭,píng,～に基づいて,5,user_hsk5_6_list
3137,泼,pō,まく、浴びせる,5,user_hsk5_6_list
3138,期望,qīwàng,期待,5,user_hsk5_6_list
3139,齐全,qíquán,揃っている,5,user_hsk5_6_list
3140,其,qí,その,5,user_hsk5_6_list
3141,启动,qǐdòng,起動,5,user_hsk5_6_list
3142,启发,qǐfā,啓発,5,user_hsk5_6_list
3143,启事,qǐshì,告知,5,user_hsk5_6_list
3144,起码,qǐmǎ,少なくとも,5,user_hsk5_6_list
3145,气体,qìtǐ,気体,5,user_hsk5_6_list
3146,气象,qìxiàng,気象,5,user_hsk5_6_list
3147,签,qiān,署名する、サインする（動詞用法）,5,user_hsk5_6_list
3148,签订,qiāndìng,締結,5,user_hsk5_6_list
3149,签名,qiānmíng,署名,5,user_hsk5_6_list
3150,签约,qiānyuē,契約,5,user_hsk5_6_list
3151,签字,qiānzì,署名,5,user_hsk5_6_list
3152,前景,qiánjǐng,見通し,5,user_hsk5_6_list
3153,前提,qiántí,前提,5,user_hsk5_6_list
3154,欠,qiàn,不足,5,user_hsk5_6_list
3155,枪,qiāng,銃,5,user_hsk5_6_list
3156,强度,qiángdù,強度,5,user_hsk5_6_list
3157,墙壁,qiángbì,壁,5,user_hsk5_6_list
3158,抢,qiǎng,奪う,5,user_hsk5_6_list
3159,抢救,qiǎngjiù,救助,5,user_hsk5_6_list
3160,强迫,qiǎngpò,強制,5,user_hsk5_6_list
3161,悄悄,qiāoqiāo,こっそり,5,user_hsk5_6_list
3162,敲门,qiāomén,ドアをノックする,5,user_hsk5_6_list
3163,瞧,qiáo,見て,5,user_hsk5_6_list
3164,勤奋,qínfèn,勤勉,5,user_hsk5_6_list
3165,青,qīng,青、青緑色（また「若い」の意も、例：青年）,5,user_hsk5_6_list
3166,清晨,qīngchén,早朝,5,user_hsk5_6_list
3167,清理,qīnglǐ,片付ける,5,user_hsk5_6_list
3168,情节,qíngjié,筋書き,5,user_hsk5_6_list
3169,情形,qíngxíng,状況,5,user_hsk5_6_list
3170,晴朗,qínglǎng,晴れ,5,user_hsk5_6_list
3171,区域,qūyù,地域,5,user_hsk5_6_list
3172,全世界,quánshìjiè,全世界,5,user_hsk5_6_list
3173,泉,quán,泉,5,user_hsk5_6_list
3174,劝,quàn,説得,5,user_hsk5_6_list
3175,缺乏,quēfá,欠如,5,user_hsk5_6_list
3176,确立,quèlì,確立,5,user_hsk5_6_list
3177,群体,qúntǐ,集団,5,user_hsk5_6_list
3178,群众,qúnzhòng,大衆,5,user_hsk5_6_list
3179,染,rǎn,染まる,5,user_hsk5_6_list
3180,绕,rào,絡まる,5,user_hsk5_6_list
3181,热量,rèliàng,熱量,5,user_hsk5_6_list
3182,热门,rèmén,人気,5,user_hsk5_6_list
3183,人间,rénjiān,人間界,5,user_hsk5_6_list
3184,人力,rénlì,人力,5,user_hsk5_6_list
3185,人士,rénshì,関係者,5,user_hsk5_6_list
3186,人物,rénwù,人物,5,user_hsk5_6_list
3187,忍,rěn,忍耐,5,user_hsk5_6_list
3188,忍不住,rěnbuzhù,我慢できない,5,user_hsk5_6_list
3189,忍受,rěnshòu,耐える,5,user_hsk5_6_list
3190,认,rèn,認める,5,user_hsk5_6_list
3191,认定,rèndìng,認定する,5,user_hsk5_6_list
3192,仍旧,réngjiù,相変わらず,5,user_hsk5_6_list
3193,如此,rúcǐ,そのように,5,user_hsk5_6_list
3194,如同,rútóng,～のように,5,user_hsk5_6_list
3195,如下,rúxià,以下の通り,5,user_hsk5_6_list
3196,入门,rùmén,入門,5,user_hsk5_6_list
3197,软,ruǎn,ソフト,5,user_hsk5_6_list
3198,软件,ruǎnjiàn,ソフトウェア,5,user_hsk5_6_list
3199,洒,sǎ,散,5,user_hsk5_6_list
3200,散,sǎn,散文,5,user_hsk5_6_list
3201,散文,sǎnwén,殺,5,user_hsk5_6_list
3202,杀,shā,ウイルス対策,5,user_hsk5_6_list
3203,杀毒,shādú,砂漠,5,user_hsk5_6_list
3204,沙漠,shāmò,愚か,5,user_hsk5_6_list
3205,傻,shǎ,山間部,5,user_hsk5_6_list
3206,山区,shānqū,扇,5,user_hsk5_6_list
3207,扇,shān,あおぐ、扇ぐ（動詞用法。名詞「扇子」はshànと読む別項目）,5,user_hsk5_6_list
3208,扇,shàn,扇子,5,user_hsk5_6_list
3209,扇子,shànzi,商標,5,user_hsk5_6_list
3210,商标,shāngbiāo,上級,5,user_hsk5_6_list
3211,上级,shàngjí,上下,5,user_hsk5_6_list
3212,上下,shàngxià,上昇,5,user_hsk5_6_list
3213,上涨,shàngzhǎng,上昇,5,user_hsk5_6_list
3214,蛇,shé,蛇,5,user_hsk5_6_list
3215,舍不得,shěbude,惜しい,5,user_hsk5_6_list
3216,舍得,shěde,惜しまない,5,user_hsk5_6_list
3217,设想,shèxiǎng,想定,5,user_hsk5_6_list
3218,社,shè,〜社（組織・団体を表す語、例：报社＝新聞社）,5,user_hsk5_6_list
3219,社区,shèqū,コミュニティ,5,user_hsk5_6_list
3220,射,shè,射る、発射する（動詞用法）,5,user_hsk5_6_list
3221,射击,shèjī,射撃,5,user_hsk5_6_list
3222,摄像,shèxiàng,撮影,5,user_hsk5_6_list
3223,摄像机,shèxiàngjī,カメラ,5,user_hsk5_6_list
3224,摄影,shèyǐng,写真,5,user_hsk5_6_list
3225,摄影师,shèyǐngshī,写真家,5,user_hsk5_6_list
3226,伸,shēn,伸ばす,5,user_hsk5_6_list
3227,深处,shēnchù,奥深く,5,user_hsk5_6_list
3228,深度,shēndù,深さ,5,user_hsk5_6_list
3229,神,shén,神,5,user_hsk5_6_list
3230,神经,shénjīng,神経,5,user_hsk5_6_list
3231,神奇,shénqí,不思議,5,user_hsk5_6_list
3232,神情,shénqíng,表情,5,user_hsk5_6_list
3233,升高,shēnggāo,上昇,5,user_hsk5_6_list
3234,生成,shēngchéng,生成,5,user_hsk5_6_list
3235,声,shēng,声,5,user_hsk5_6_list
3236,胜负,shèngfù,勝敗,5,user_hsk5_6_list
3237,剩下,shèngxià,残った,5,user_hsk5_6_list
3238,失误,shīwù,ミス,5,user_hsk5_6_list
3239,诗歌,shīgē,詩,5,user_hsk5_6_list
3240,十足,shízú,十分,5,user_hsk5_6_list
3241,时常,shícháng,しばしば,5,user_hsk5_6_list
3242,时光,shíguāng,時間,5,user_hsk5_6_list
3243,时机,shíjī,好機,5,user_hsk5_6_list
3244,时事,shíshì,時事,5,user_hsk5_6_list
3245,实惠,shíhuì,実益,5,user_hsk5_6_list
3246,拾,shí,拾う,5,user_hsk5_6_list
3247,使得,shǐde,～させる,5,user_hsk5_6_list
3248,示范,shìfàn,模範,5,user_hsk5_6_list
3249,式,shì,式、〜式（儀式・形式・数式）,5,user_hsk5_6_list
3250,势力,shìlì,勢力,5,user_hsk5_6_list
3251,试图,shìtú,試みる,5,user_hsk5_6_list
3252,视为,shìwéi,見なす,5,user_hsk5_6_list
3253,收购,shōugòu,買収,5,user_hsk5_6_list
3254,收集,shōují,収集,5,user_hsk5_6_list
3255,手段,shǒuduàn,手段,5,user_hsk5_6_list
3256,手法,shǒufǎ,手法,5,user_hsk5_6_list
3257,寿司,shòusī,寿司,5,user_hsk5_6_list
3258,受灾,shòuzāi,被災,5,user_hsk5_6_list
3259,瘦,shòu,痩せた,5,user_hsk5_6_list
3260,书法,shūfǎ,書道,5,user_hsk5_6_list
3261,书柜,shūguì,本棚,5,user_hsk5_6_list
3262,书桌,shūzhuō,机,5,user_hsk5_6_list
3263,输出,shūchū,出力,5,user_hsk5_6_list
3264,蔬菜,shūcài,野菜,5,user_hsk5_6_list
3265,鼠,shǔ,ネズミ,5,user_hsk5_6_list
3266,鼠标,shǔbiāo,マウス,5,user_hsk5_6_list
3267,数目,shùmù,数,5,user_hsk5_6_list
3268,摔,shuāi,転ぶ,5,user_hsk5_6_list
3269,摔倒,shuāidǎo,転倒,5,user_hsk5_6_list
3270,率领,shuàilǐng,率いる,5,user_hsk5_6_list
3271,双手,shuāngshǒu,両手,5,user_hsk5_6_list
3272,水产品,shuǐchǎnpǐn,水産物,5,user_hsk5_6_list
3273,水分,shuǐfèn,水分,5,user_hsk5_6_list
3274,水库,shuǐkù,貯水池,5,user_hsk5_6_list
3275,水灾,shuǐzāi,水害,5,user_hsk5_6_list
3276,睡眠,shuìmián,睡眠,5,user_hsk5_6_list
3277,私人,sīrén,個人,5,user_hsk5_6_list
3278,思维,sīwéi,思考,5,user_hsk5_6_list
3279,四周,sìzhōu,周囲,5,user_hsk5_6_list
3280,搜,sōu,探す,5,user_hsk5_6_list
3281,搜索,sōusuǒ,検索,5,user_hsk5_6_list
3282,宿舍,sùshè,寮,5,user_hsk5_6_list
3283,酸甜苦辣,suāntiánkǔlà,酸・甘・苦・辛,5,user_hsk5_6_list
3284,随后,suíhòu,その後,5,user_hsk5_6_list
3285,随意,suíyì,気ままに,5,user_hsk5_6_list
3286,岁月,suìyuè,砕ける,5,user_hsk5_6_list
3287,碎,suì,損傷,5,user_hsk5_6_list
3288,损害,sǔnhài,損失,5,user_hsk5_6_list
3289,损失,sǔnshī,場所,5,user_hsk5_6_list
3290,所在,suǒzài,鍵,5,user_hsk5_6_list
3291,锁,suǒ,台風,5,user_hsk5_6_list
3292,台风,táifēng,持ち上げる,5,user_hsk5_6_list
3293,太空,tàikōng,宇宙、大気圏外,5,user_hsk5_6_list
3294,逃,táo,逃げる,5,user_hsk5_6_list
3295,逃跑,táopǎo,逃げ出す,5,user_hsk5_6_list
3296,逃走,táozǒu,逃走する,5,user_hsk5_6_list
3297,桃,táo,桃,5,user_hsk5_6_list
3298,桃花,táohuā,桃の花,5,user_hsk5_6_list
3299,桃树,táoshù,桃の木,5,user_hsk5_6_list
3300,特定,tèdìng,特定の,5,user_hsk5_6_list
3301,特性,tèxìng,特性,5,user_hsk5_6_list
3302,特有,tèyǒu,特有,5,user_hsk5_6_list
3303,提倡,tíchàng,提唱,5,user_hsk5_6_list
3304,提起,tíqǐ,話題に出す、持ち出す（また「提起する」の意も、例：提起诉讼＝訴訟を起こす）,5,user_hsk5_6_list
3305,提示,tíshì,ヒント,5,user_hsk5_6_list
3306,题材,tícái,題材,5,user_hsk5_6_list
3307,体积,tǐjī,体積,5,user_hsk5_6_list
3308,体力,tǐlì,体力,5,user_hsk5_6_list
3309,天才,tiāncái,天才,5,user_hsk5_6_list
3310,天然气,tiānránqì,天然ガス,5,user_hsk5_6_list
3311,天文,tiānwén,天文,5,user_hsk5_6_list
3312,调节,tiáojié,調整,5,user_hsk5_6_list
3313,调解,tiáojiě,調停,5,user_hsk5_6_list
3314,厅,tīng,ホール,5,user_hsk5_6_list
3315,停留,tíngliú,滞在,5,user_hsk5_6_list
3316,通用,tōngyòng,汎用,5,user_hsk5_6_list
3317,偷,tōu,盗む,5,user_hsk5_6_list
3318,偷偷,tōutōu,こっそり,5,user_hsk5_6_list
3319,突破,tūpò,突破,5,user_hsk5_6_list
3320,土豆,tǔdòu,ジャガイモ,5,user_hsk5_6_list
3321,吐,tǔ,吐く,5,user_hsk5_6_list
3322,吐,tù,吐く,5,user_hsk5_6_list
3323,兔,tù,ウサギ,5,user_hsk5_6_list
3324,团长,tuánzhǎng,団長,5,user_hsk5_6_list
3325,推行,tuīxíng,推進,5,user_hsk5_6_list
3326,脱离,tuōlí,離脱,5,user_hsk5_6_list
3327,外界,wàijiè,外界,5,user_hsk5_6_list
3328,完了,wánle,終わった,5,user_hsk5_6_list
3329,微博,wēibó,ウェイボー,5,user_hsk5_6_list
3330,为难,wéinán,困惑,5,user_hsk5_6_list
3331,为期,wéiqī,期間,5,user_hsk5_6_list
3332,为止,wéizhǐ,まで,5,user_hsk5_6_list
3333,为主,wéizhǔ,中心,5,user_hsk5_6_list
3334,违法,wéifǎ,違法,5,user_hsk5_6_list
3335,违反,wéifǎn,違反,5,user_hsk5_6_list
3336,违规,wéiguī,規則違反,5,user_hsk5_6_list
3337,围绕,wéirào,巡る,5,user_hsk5_6_list
3338,唯一,wéiyī,唯一,5,user_hsk5_6_list
3339,委托,wěituō,委託,5,user_hsk5_6_list
3340,卫星,wèixīng,衛星,5,user_hsk5_6_list
3341,胃,wèi,胃,5,user_hsk5_6_list
3342,慰问,wèiwèn,慰問,5,user_hsk5_6_list
3343,温和,wēnhé,穏やか,5,user_hsk5_6_list
3344,文艺,wényì,文芸,5,user_hsk5_6_list
3345,卧室,wòshì,寝室,5,user_hsk5_6_list
3346,握,wò,握る,5,user_hsk5_6_list
3347,污水,wūshuǐ,汚水,5,user_hsk5_6_list
3348,屋,wū,家,5,user_hsk5_6_list
3349,无奈,wúnài,仕方なく,5,user_hsk5_6_list
3350,无疑,wúyí,間違いなく,5,user_hsk5_6_list
